song,count,after_song
"Good Lovin'",3,"Sunrise"
"Good Lovin'",3,"High Time"
"Good Lovin'",3,"Sugar Magnolia"
"Good Lovin'",2,"Mississippi Half Step Uptown Toodeloo"
"Good Lovin'",2,"Sugaree"
"Good Lovin'",2,"Viola Lee Blues"
"Good Lovin'",2,"Dancing In The Streets"
"Good Lovin'",2,"Johnny B. Goode"
"Good Lovin'",2,"Loser"
"Good Lovin'",2,"Stagger Lee"
"Good Lovin'",2,"Brokedown Palace"
"Good Lovin'",2,"Turn On Your Lovelight"
"Good Lovin'",1,"New Minglewood Blues"
"Good Lovin'",1,"In The Midnight Hour"
"Good Lovin'",1,"He's Gone"
"Good Lovin'",1,"You Don't Have to Ask"
"Good Lovin'",1,"I Second That Emotion"
"Good Lovin'",1,"Row Jimmy"
"Good Lovin'",1,"One More Saturday Night"
"Good Lovin'",1,"Mason's Children"
"Good Lovin'",1,"The Weight"
"Good Lovin'",1,"Easy Wind"
"Good Lovin'",1,"Looks Like Rain"
"Good Lovin'",1,"They Love Each Other"
"Good Lovin'",1,"Attics Of My Life"
"Good Lovin'",1,"Playing In The Band"
"Good Lovin'",1,"I'm A King Bee"
"Good Lovin'",1,"Alligator"
"Good Lovin'",1,"Samson And Delilah"
"Good Lovin'",1,"Dark Star"
"Good Lovin'",1,"Goin' Down The Road Feeling Bad"
"Good Lovin'",1,"It's All Over Now"
"Good Lovin'",1,"Knockin' On Heaven's Door"
"Good Lovin'",1,"The Other One"
"Good Lovin'",1,"Cowboy Song"
"Good Lovin'",1,"Good Morning Little Schoolgirl"
"Good Lovin'",1,"Next Time You See Me"
"Good Lovin'",1,"Tennessee Jed"
"Good Lovin'",1,"Comes A Time"
"Good Lovin'",1,"It's All Over Now, Baby Blue"
"Good Lovin'",1,"The Eleven"
"Good Lovin'",1,"Me And Bobby Mcgee"
"Good Lovin'",1,"Dear Mr. Fantasy"
"Good Lovin'",1,"Big Boss Man"
"Good Lovin'",1,"Don't Ease Me In"
"Good Lovin'",1,"Caution (Do Not Stop On Tracks)"
"Good Lovin'",1,"Estimated Prophet"
"Good Lovin'",0,""
"Good Lovin' Jam",1,"Good Lovin'"
"Good Lovin' Jam",1,"Mason's Children"
"Good Morning Little Schoolgirl",10,"Doin' That Rag"
"Good Morning Little Schoolgirl",8,"Dark Star"
"Good Morning Little Schoolgirl",4,"Morning Dew"
"Good Morning Little Schoolgirl",3,"Me And My Uncle"
"Good Morning Little Schoolgirl",2,"Cold Rain And Snow"
"Good Morning Little Schoolgirl",2,"Alligator"
"Good Morning Little Schoolgirl",2,"Cryptical Envelopment"
"Good Morning Little Schoolgirl",2,"Casey Jones"
"Good Morning Little Schoolgirl",2,"Ramble On Rose"
"Good Morning Little Schoolgirl",1,"Death Don't Have No Mercy"
"Good Morning Little Schoolgirl",1,"You Don't Love Me"
"Good Morning Little Schoolgirl",1,"New Minglewood Blues"
"Good Morning Little Schoolgirl",1,"I Just Want To Make Love To You"
"Good Morning Little Schoolgirl",1,"Way To Go Home"
"Good Morning Little Schoolgirl",1,"Peggy O"
"Good Morning Little Schoolgirl",1,"Beat It On Down The Line"
"Good Morning Little Schoolgirl",1,"It's All Over Now, Baby Blue"
"Good Morning Little Schoolgirl",1,"Stealin'"
"Good Morning Little Schoolgirl",1,"In The Midnight Hour"
"Good Morning Little Schoolgirl",1,"Friend Of The Devil"
"Good Morning Little Schoolgirl",1,"Loser"
"Good Morning Little Schoolgirl",1,"China Cat Sunflower"
"Good Morning Little Schoolgirl",1,"Lindy"
"Good Morning Little Schoolgirl",1,"Good Lovin'"
"Good Morning Little Schoolgirl",1,"Viola Lee Blues"
"Good Morning Little Schoolgirl",1,"Smokestack Lightnin'"
"Good Morning Little Schoolgirl",1,"New Potato Caboose"
"Good Morning Little Schoolgirl",0,""
"Good Times",1,"Estimated Prophet"
"Good Vibrations",1,"I Get Around"
"Goodnight Irene",0,""
"Got My Mojo Workin",1,"Dancing In The Streets"
"Got My Mojo Workin",1,"The Other One"
"Gotta Serve Somebody",1,"Joey"
"Gotta Serve Somebody",1,"All Along The Watchtower"
"Greatest Story Ever Told",22,"Friend Of The Devil"
"Greatest Story Ever Told",17,"Peggy O"
"Greatest Story Ever Told",17,"West L.A. Fadeaway"
"Greatest Story Ever Told",16,"They Love Each Other"
"Greatest Story Ever Told",15,"Loser"
"Greatest Story Ever Told",15,"Althea"
"Greatest Story Ever Told",14,"Johnny B. Goode"
"Greatest Story Ever Told",11,"Dire Wolf"
"Greatest Story Ever Told",11,"Candyman"
"Greatest Story Ever Told",10,"Bertha"
"Greatest Story Ever Told",10,"Ramble On Rose"
"Greatest Story Ever Told",9,"Ship Of Fools"
"Greatest Story Ever Told",7,"Sugaree"
"Greatest Story Ever Told",7,"Row Jimmy"
"Greatest Story Ever Told",6,"Deal"
"Greatest Story Ever Told",6,"Jack A Roe"
"Greatest Story Ever Told",6,"He's Gone"
"Greatest Story Ever Told",4,"Stagger Lee"
"Greatest Story Ever Told",4,"Brown Eyed Women"
"Greatest Story Ever Told",4,"Bird Song"
"Greatest Story Ever Told",3,"Mississippi Half Step Uptown Toodeloo"
"Greatest Story Ever Told",3,"Don't Ease Me In"
"Greatest Story Ever Told",3,"Dupree's Diamond Blues"
"Greatest Story Ever Told",3,"Brokedown Palace"
"Greatest Story Ever Told",3,"Lazy River Road"
"Greatest Story Ever Told",3,"China Cat Sunflower"
"Greatest Story Ever Told",2,"Here Comes Sunshine"
"Greatest Story Ever Told",2,"Devil With The Blue Dress On"
"Greatest Story Ever Told",2,"Cold Rain And Snow"
"Greatest Story Ever Told",2,"Crazy Fingers"
"Greatest Story Ever Told",2,"It Must Have Been The Roses"
"Greatest Story Ever Told",2,"To Lay Me Down"
"Greatest Story Ever Told",1,"High Time"
"Greatest Story Ever Told",1,"Playing In The Band"
"Greatest Story Ever Told",1,"China Doll"
"Greatest Story Ever Told",1,"Keep Your Day Job"
"Greatest Story Ever Told",1,"Not Fade Away"
"Greatest Story Ever Told",1,"Next Time You See Me"
"Greatest Story Ever Told",1,"Cumberland Blues"
"Greatest Story Ever Told",1,"Never Trust A Woman"
"Greatest Story Ever Told",1,"Terrapin Station"
"Greatest Story Ever Told",1,"U.S. Blues"
"Greatest Story Ever Told",1,"Two Souls In Communion"
"Greatest Story Ever Told",1,"Dark Star"
"Greatest Story Ever Told",1,"Truckin'"
"Greatest Story Ever Told",1,"So Many Roads"
"Greatest Story Ever Told",1,"Casey Jones"
"Greatest Story Ever Told",1,"Black Peter"
"Greatest Story Ever Told",1,"Beat It On Down The Line"
"Greatest Story Ever Told",1,"Touch Of Grey"
"Greatest Story Ever Told",1,"Uncle John's Band"
"Greatest Story Ever Told",1,"Big Boss Man"
"Greatest Story Ever Told",1,"Big Railroad Blues"
"Greatest Story Ever Told",1,"Loose Lucy"
"Greatest Story Ever Told",1,"The Promised Land"
"Greatest Story Ever Told",1,"Good Lovin'"
"Greatest Story Ever Told",1,"Hey Pocky Way"
"Greatest Story Ever Told",1,"Tomorrow Is Forever"
"Greatest Story Ever Told",1,"Comes A Time"
"Greatest Story Ever Told",1,"New Speedway Boogie"
"Greatest Story Ever Told",0,""
"Green Green Grass Of Home",3,"Me And My Uncle"
"Green Green Grass Of Home",2,"Ol' Slewfoot"
"Green Green Grass Of Home",1,"El Paso"
"Green Green Grass Of Home",1,"Sawmill"
"Green Green Grass Of Home",0,""
"Green River",1,"Bad Moon Rising"
"Hard To Handle",9,"Cumberland Blues"
"Hard To Handle",8,"China Cat Sunflower"
"Hard To Handle",7,"Me And My Uncle"
"Hard To Handle",7,"Mama Tried"
"Hard To Handle",6,"Casey Jones"
"Hard To Handle",6,"Loser"
"Hard To Handle",5,"Morning Dew"
"Hard To Handle",4,"Sugar Magnolia"
"Hard To Handle",3,"Beat It On Down The Line"
"Hard To Handle",3,"Dark Star"
"Hard To Handle",3,"Truckin'"
"Hard To Handle",3,"Cryptical Envelopment"
"Hard To Handle",3,"Cold Rain And Snow"
"Hard To Handle",3,"Dancing In The Streets"
"Hard To Handle",3,"Deal"
"Hard To Handle",2,"Big Railroad Blues"
"Hard To Handle",2,"Monkey And The Engineer"
"Hard To Handle",2,"Me And Bobby Mcgee"
"Hard To Handle",2,"Mason's Children"
"Hard To Handle",2,"Playing In The Band"
"Hard To Handle",2,"Saint Stephen"
"Hard To Handle",2,"Cosmic Charlie"
"Hard To Handle",2,"Black Peter"
"Hard To Handle",2,"Doin' That Rag"
"Hard To Handle",2,"Turn On Your Lovelight"
"Hard To Handle",2,"Deep Elem Blues"
"Hard To Handle",1,"Drums"
"Hard To Handle",1,"Good Morning Little Schoolgirl"
"Hard To Handle",1,"Bertha"
"Hard To Handle",1,"Long Black Limousine"
"Hard To Handle",1,"The Other One"
"Hard To Handle",1,"He Was A Friend Of Mine"
"Hard To Handle",1,"It's A Man's World"
"Hard To Handle",1,"In The Midnight Hour"
"Hard To Handle",1,"Silver Threads And Golden Needles"
"Hard To Handle",1,"Brokedown Palace"
"Hard To Handle",1,"Not Fade Away"
"Hard To Handle",1,"It's A Sin"
"Hard To Handle",1,"Uncle John's Band"
"Hard To Handle",1,"Tell Mama"
"Hard To Handle",1,"Sittin' On Top Of The World"
"Hard To Handle",1,"Candyman"
"Hard To Handle",1,"Easy Wind"
"Hard To Handle",1,"Ripple"
"Hard To Handle",0,""
"He Was A Friend Of Mine",3,"Cryptical Envelopment"
"He Was A Friend Of Mine",3,"China Cat Sunflower"
"He Was A Friend Of Mine",2,"Dark Star"
"He Was A Friend Of Mine",1,"Viola Lee Blues"
"He Was A Friend Of Mine",1,"Cream Puff War"
"He Was A Friend Of Mine",1,"Dire Wolf"
"He Was A Friend Of Mine",1,"Alligator"
"He Was A Friend Of Mine",1,"Smokestack Lightnin'"
"He Was A Friend Of Mine",1,"Hard To Handle"
"He Was A Friend Of Mine",1,"Big Boy Pete"
"He Was A Friend Of Mine",1,"Dancing In The Streets"
"He Was A Friend Of Mine",1,"It Hurts Me Too"
"He Was A Friend Of Mine",1,"Turn On Your Lovelight"
"He Was A Friend Of Mine",0,""
"He's Gone",170,"Drums"
"He's Gone",55,"Truckin'"
"He's Gone",23,"The Other One"
"He's Gone",12,"Spoonful"
"He's Gone",8,"Smokestack Lightnin'"
"He's Gone",3,"Next Time You See Me"
"He's Gone",3,"I Need A Miracle"
"He's Gone",3,"That Would Be Something"
"He's Gone",3,"Jack Straw"
"He's Gone",3,"Me And My Uncle"
"He's Gone",2,"El Paso"
"He's Gone",2,"Jam"
"He's Gone",2,"Greatest Story Ever Told"
"He's Gone",2,"Eyes Of The World"
"He's Gone",2,"Mexicali Blues"
"He's Gone",2,"Black Throated Wind"
"He's Gone",2,"Not Fade Away"
"He's Gone",2,"Sugar Magnolia"
"He's Gone",2,"Looks Like Rain"
"He's Gone",2,"Caution (Do Not Stop On Tracks) Jam"
"He's Gone",2,"Don't Need Love"
"He's Gone",2,"It Hurts Me Too"
"He's Gone",2,"Chinatown Shuffle"
"He's Gone",1,"Beat It On Down The Line"
"He's Gone",1,"Wang Dang Doodle"
"He's Gone",1,"Me And Bobby Mcgee"
"He's Gone",1,"Goin' Down The Road Feeling Bad"
"He's Gone",1,"Mississippi Half Step Uptown Toodeloo"
"He's Gone",1,"Cumberland Blues"
"He's Gone",1,"Wharf Rat"
"He's Gone",1,"C.C. Rider"
"He's Gone",1,"Playing In The Band"
"He's Gone",1,"The Last Time"
"He's Gone",1,"Estimated Prophet"
"He's Gone",1,"Throwing Stones"
"He's Gone",1,"Big River"
"He's Gone",1,"Cryptical Envelopment"
"He's Gone",1,"Around And Around"
"He's Gone",1,"Nobody's Fault But Mine"
"He's Gone",1,"U.S. Blues"
"He's Gone",1,"Uncle John's Band"
"Heads Up",2,"Next Time You See Me"
"Heart Of Mine",1,"It's All Over Now, Baby Blue"
"Heaven Help The Fool",3,"Bird Song"
"Heaven Help The Fool",3,"China Doll"
"Heaven Help The Fool",3,"Oh Babe It Ain't No Lie"
"Heaven Help The Fool",2,"To Lay Me Down"
"Heaven Help The Fool",1,"Dire Wolf"
"Heaven Help The Fool",1,"Sage And Spirit"
"Heaven Help The Fool",1,"Deep Elem Blues"
"Heaven Help The Fool",1,"Jack A Roe"
"Heaven Help The Fool",1,"Ripple"
"Heaven Help The Fool",1,"Rosalie Mcfall"
"Hell In A Bucket",67,"Sugaree"
"Hell In A Bucket",12,"Bertha"
"Hell In A Bucket",10,"West L.A. Fadeaway"
"Hell In A Bucket",8,"Don't Ease Me In"
"Hell In A Bucket",7,"Might As Well"
"Hell In A Bucket",7,"They Love Each Other"
"Hell In A Bucket",7,"Cold Rain And Snow"
"Hell In A Bucket",6,"Peggy O"
"Hell In A Bucket",6,"Scarlet Begonias"
"Hell In A Bucket",6,"Deal"
"Hell In A Bucket",6,"Althea"
"Hell In A Bucket",5,"Row Jimmy"
"Hell In A Bucket",4,"Keep Your Day Job"
"Hell In A Bucket",4,"Loser"
"Hell In A Bucket",4,"China Cat Sunflower"
"Hell In A Bucket",4,"Candyman"
"Hell In A Bucket",3,"Iko Iko"
"Hell In A Bucket",3,"Dire Wolf"
"Hell In A Bucket",3,"Jack A Roe"
"Hell In A Bucket",3,"Fire On The Mountain"
"Hell In A Bucket",3,"Ramble On Rose"
"Hell In A Bucket",3,"Ship Of Fools"
"Hell In A Bucket",3,"Touch Of Grey"
"Hell In A Bucket",2,"Brown Eyed Women"
"Hell In A Bucket",2,"Big Railroad Blues"
"Hell In A Bucket",2,"Dupree's Diamond Blues"
"Hell In A Bucket",2,"Crazy Fingers"
"Hell In A Bucket",1,"Franklin's Tower"
"Hell In A Bucket",1,"Uncle John's Band"
"Hell In A Bucket",1,"Tennessee Jed"
"Hell In A Bucket",1,"Keep On Growing"
"Hell In A Bucket",1,"Deep Elem Blues"
"Hell In A Bucket",1,"He's Gone"
"Hell In A Bucket",1,"Foolish Heart"
"Hell In A Bucket",1,"Friend Of The Devil"
"Hell In A Bucket",1,"Stagger Lee"
"Hell In A Bucket",1,"Lazy River Road"
"Hell In A Bucket",1,"When Push Comes To Shove"
"Hell In A Bucket",1,"Devil With The Blue Dress On"
"Hell In A Bucket",1,"Mississippi Half Step Uptown Toodeloo"
"Hell In A Bucket",1,"Bird Song"
"Hell In A Bucket",1,"Terrapin Station"
"Hell In A Bucket",1,"Shakedown Street"
"Hell In A Bucket",0,""
"Help Me Ronda",1,"Okie From Muskogee"
"Help On The Way",110,"Slipknot!"
"Here Comes Sunshine",6,"Playing In The Band"
"Here Comes Sunshine",5,"Walkin' Blues"
"Here Comes Sunshine",5,"El Paso"
"Here Comes Sunshine",4,"Way To Go Home"
"Here Comes Sunshine",3,"Looks Like Rain"
"Here Comes Sunshine",3,"Big River"
"Here Comes Sunshine",3,"Me And My Uncle"
"Here Comes Sunshine",3,"Beat It On Down The Line"
"Here Comes Sunshine",3,"Samson And Delilah"
"Here Comes Sunshine",2,"Greatest Story Ever Told"
"Here Comes Sunshine",2,"Samba In The Rain"
"Here Comes Sunshine",2,"Black Throated Wind"
"Here Comes Sunshine",2,"Me And Bobby Mcgee"
"Here Comes Sunshine",2,"Saint Of Circumstance"
"Here Comes Sunshine",2,"Victim Or The Crime"
"Here Comes Sunshine",2,"Wang Dang Doodle"
"Here Comes Sunshine",2,"Spoonful"
"Here Comes Sunshine",1,"Corrina"
"Here Comes Sunshine",1,"Ramble On Rose"
"Here Comes Sunshine",1,"Eternity"
"Here Comes Sunshine",1,"They Love Each Other"
"Here Comes Sunshine",1,"The Race Is On"
"Here Comes Sunshine",1,"Throwing Stones"
"Here Comes Sunshine",1,"New Minglewood Blues"
"Here Comes Sunshine",1,"Around And Around"
"Here Comes Sunshine",1,"Feel Like A Stranger"
"Here Comes Sunshine",1,"It's All Over Now"
"Here Comes Sunshine",1,"China Cat Sunflower"
"Here Comes Sunshine",1,"The Same Thing"
"Here Comes Sunshine",1,"Weather Report Suite Prelude"
"Here Comes Sunshine",1,"Truckin'"
"Here Comes Sunshine",1,"Mexicali Blues"
"Here Comes Sunshine",1,"The Promised Land"
"Hey Bo Diddley",2,"Not Fade Away"
"Hey Bo Diddley",1,"I'm A Man"
"Hey Bo Diddley",1,"Goin' Down The Road Feeling Bad"
"Hey Bo Diddley",1,"Mona"
"Hey Bo Diddley",0,""
"Hey Jude",5,"Turn On Your Lovelight"
"Hey Jude",3,"Throwing Stones"
"Hey Jude",3,"Sugar Magnolia"
"Hey Jude",2,"All Along The Watchtower"
"Hey Jude",2,"Goin' Down The Road Feeling Bad"
"Hey Jude",2,"Dear Mr. Fantasy"
"Hey Jude",1,"Truckin'"
"Hey Jude",1,"Black Peter"
"Hey Jude",1,"Around And Around"
"Hey Jude",1,"Death Don't Have No Mercy"
"Hey Jude",1,"Stella Blue"
"Hey Jude",1,"Black Muddy River"
"Hey Jude",1,"Touch Of Grey"
"Hey Jude",1,"I Need A Miracle"
"Hey Jude",0,""
"Hey Little One",2,"I'm A Hog For You Baby"
"Hey Little One",1,"Cold Rain And Snow"
"Hey Little One",1,"Beat It On Down The Line"
"Hey Pocky Way",3,"Jack Straw"
"Hey Pocky Way",3,"New Minglewood Blues"
"Hey Pocky Way",2,"West L.A. Fadeaway"
"Hey Pocky Way",1,"Iko Iko"
"Hey Pocky Way",1,"Scarlet Begonias"
"Hey Pocky Way",1,"Althea"
"Hey Pocky Way",1,"Estimated Prophet"
